building_id,borough,house_number,street,units,units_complete,
79,1,118,1 AVENUE,4,1,
89,1,1219,1 AVENUE,33,2,
160,1,1376,1 AVENUE,17,1,
179,1,1444,1 AVENUE,7,1,
181,1,1446,1 AVENUE,6,1,
195,1,1473,1 AVENUE,12,1,
248,1,158,1 AVENUE,11,11,
327,1,1729,1 AVENUE,39,2,
335,1,1744,1 AVENUE,10,1,
382,1,1952,1 AVENUE,306,1,
386,1,197,1 AVENUE,3,3,
390,1,199,1 AVENUE,3,3,
509,1,2310,1 AVENUE,8,1,
671,1,940,1 AVENUE,6,1,
807,1,127,2 AVENUE,22,1,
857,1,141,2 AVENUE,20,2,
878,1,145,2 AVENUE,24,1,
906,1,1496,2 AVENUE,8,1,
934,1,156,2 AVENUE,31,1,
1067,1,1772,2 AVENUE,13,1,
1182,1,2086,2 AVENUE,118,118,
1292,1,2305,2 AVENUE,24,24,
1298,1,2311,2 AVENUE,8,2,
1300,1,2315,2 AVENUE,9,1,
1303,1,2321,2 AVENUE,15,1,
1309,1,2328,2 AVENUE,3,1,
1336,1,2371,2 AVENUE,28,1,
1342,1,2405,2 AVENUE,10,2,
1343,1,2407,2 AVENUE,18,1,
1347,1,2415,2 AVENUE,9,9,
1633,1,981,2 AVENUE,5,5,
1839,1,1585,3 AVENUE,14,14,
1932,1,1904,3 AVENUE,12,1,
1934,1,1906,3 AVENUE,8,1,
1966,1,1968,3 AVENUE,18,1,
2097,1,2240,3 AVENUE,6,6,
2170,1,294,3 AVENUE,7,1,
2190,1,333,3 AVENUE,28,1,
2239,1,419,3 AVENUE,15,15,
2295,1,550,3 AVENUE,3,1,
2298,1,553,3 AVENUE,40,40,
2516,1,1274,5 AVENUE,54,1,
2520,1,1307,5 AVENUE,272,2,
2565,1,1461,5 AVENUE,8,1,
2628,1,2041,5 AVENUE,40,1,
2644,1,2074,5 AVENUE,4,1,
2652,1,2081,5 AVENUE,5,5,
2661,1,2,WEST 129 STREET,33,1,
2715,1,2300,5 AVENUE,257,1,
3370,1,1831,ADAM C POWELL BOULEVARD,49,49,
3376,1,1845,ADAM C POWELL BOULEVARD,24,1,
3384,1,1867,ADAM C POWELL BOULEVARD,34,1,
3390,1,1890,ADAM C POWELL BOULEVARD,28,1,
3393,1,1917,ADAM C POWELL BOULEVARD,31,31,
3401,1,1952,ADAM C POWELL BOULEVARD,16,1,
3431,1,2021,ADAM C POWELL BOULEVARD,9,2,
3432,1,201,WEST 121 STREET,23,23,
3432,1,2022,ADAM C POWELL BOULEVARD,23,1,
3441,1,2044,ADAM C POWELL BOULEVARD,30,1,
3473,1,2167,ADAM C POWELL BOULEVARD,54,1,
3501,1,2253,ADAM C POWELL BOULEVARD,10,1,
3502,1,2254,ADAM C POWELL BOULEVARD,9,9,
3513,1,2268,ADAM C POWELL BOULEVARD,8,1,
3538,1,2302,ADAM C POWELL BOULEVARD,8,1,
3551,1,2317,ADAM C POWELL BOULEVARD,17,1,
3553,1,2321,ADAM C POWELL BOULEVARD,88,1,
3569,1,2363,ADAM C POWELL BOULEVARD,40,1,
3581,1,2394,ADAM C POWELL BOULEVARD,51,51,
3592,1,2415,ADAM C POWELL BOULEVARD,21,21,
3597,1,2431,ADAM C POWELL BOULEVARD,23,1,
3613,1,2484,ADAM C POWELL BOULEVARD,23,2,
3626,1,2513,ADAM C POWELL BOULEVARD,17,1,
3630,1,2522,ADAM C POWELL BOULEVARD,12,1,
3634,1,2530,ADAM C POWELL BOULEVARD,9,9,
3638,1,2541,ADAM C POWELL BOULEVARD,312,312,
3640,1,2546,ADAM C POWELL BOULEVARD,17,17,
3642,1,2554,ADAM C POWELL BOULEVARD,13,1,
3660,1,119,7 AVENUE,55,55,
3667,1,140,7 AVENUE,108,1,
3668,1,152,7 AVENUE,6,1,
3703,1,225,7 AVENUE,9,9,
3813,1,62,7 AVENUE,11,1,
3856,1,200,WEST 58 STREET,59,1,
3935,1,2113,FREDERICK DOUGLASS BOULEVARD,9,2,
3943,1,2121,FREDERICK DOUGLASS BOULEVARD,9,1,
3974,1,2177,FREDERICK DOUGLASS BOULEVARD,80,1,
3993,1,2211,FREDERICK DOUGLASS BOULEVARD,76,76,
4037,1,2359,FREDERICK DOUGLASS BOULEVARD,10,2,
4042,1,2367,FREDERICK DOUGLASS BOULEVARD,20,1,
4050,1,2391,FREDERICK DOUGLASS BOULEVARD,4,1,
4057,1,2447,FREDERICK DOUGLASS BOULEVARD,13,13,
4064,1,2459,FREDERICK DOUGLASS BOULEVARD,8,8,
4076,1,2494,FREDERICK DOUGLASS BOULEVARD,9,1,
4083,1,2518,FREDERICK DOUGLASS BOULEVARD,22,22,
4091,1,2540,FREDERICK DOUGLASS BOULEVARD,17,17,
4101,1,2640,FREDERICK DOUGLASS BOULEVARD,76,2,
4109,1,2655,FREDERICK DOUGLASS BOULEVARD,13,1,
4110,1,2657,FREDERICK DOUGLASS BOULEVARD,13,1,
4166,1,2800,FREDERICK DOUGLASS BOULEVARD,25,1,
4168,1,2816,FREDERICK DOUGLASS BOULEVARD,107,1,
4187,1,2851,FREDERICK DOUGLASS BOULEVARD,20,20,
4189,1,2853,FREDERICK DOUGLASS BOULEVARD,49,2,
4197,1,2866,FREDERICK DOUGLASS BOULEVARD,25,1,
4198,1,2890,FREDERICK DOUGLASS BOULEVARD,42,42,
4207,1,2906,FREDERICK DOUGLASS BOULEVARD,15,1,
4212,1,2915,FREDERICK DOUGLASS BOULEVARD,19,19,
4215,1,2918,FREDERICK DOUGLASS BOULEVARD,12,1,
4291,1,216,8 AVENUE,32,1,
4530,1,799,8 AVENUE,108,1,
4566,1,939,8 AVENUE,30,30,
4602,1,167,9 AVENUE,8,8,
4864,1,741,9 AVENUE,12,12,
4866,1,743,9 AVENUE,13,13,
4924,1,826,9 AVENUE,22,1,
4933,1,856,9 AVENUE,8,8,
4937,1,860,9 AVENUE,16,16,
4960,1,150,10 AVENUE,16,16,
4972,1,205,10 AVENUE,8,2,
5016,1,329,10 AVENUE,12,1,
5047,1,3990,10 AVENUE,23,2,
5063,1,450,10 AVENUE,14,14,
5140,1,691,10 AVENUE,18,1,
5157,1,722,10 AVENUE,18,1,
5162,1,734,10 AVENUE,6,1,
5209,1,885,10 AVENUE,39,1,
5375,1,544,ACADEMY STREET,55,2,
5387,1,600,ACADEMY STREET,25,2,
5403,1,2,ADRIAN AVENUE,93,1,
5455,1,145,ALLEN STREET,10,10,
5457,1,151,ALLEN STREET,30,30,
5534,1,1272,AMSTERDAM AVENUE,16,3,
5540,1,1350,AMSTERDAM AVENUE,16,1,
5565,1,1457,AMSTERDAM AVENUE,9,1,
5569,1,1465,AMSTERDAM AVENUE,14,1,
5577,1,1484,AMSTERDAM AVENUE,28,28,
5578,1,1488,AMSTERDAM AVENUE,18,18,
5582,1,1500,AMSTERDAM AVENUE,20,20,
5587,1,1516,AMSTERDAM AVENUE,20,20,
5596,1,1590,AMSTERDAM AVENUE,22,1,
5602,1,1619,AMSTERDAM AVENUE,18,2,
5609,1,1641,AMSTERDAM AVENUE,141,2,
5625,1,1704,AMSTERDAM AVENUE,35,1,
5637,1,1739,AMSTERDAM AVENUE,13,1,
5642,1,1747,AMSTERDAM AVENUE,13,13,
5664,1,1789,AMSTERDAM AVENUE,18,1,
5670,1,1795,AMSTERDAM AVENUE,15,1,
5677,1,1809,AMSTERDAM AVENUE,16,16,
5715,1,1940,AMSTERDAM AVENUE,33,1,
5747,1,2006,AMSTERDAM AVENUE,22,1,
5763,1,2087,AMSTERDAM AVENUE,14,1,
5765,1,2089,AMSTERDAM AVENUE,18,18,
5767,1,2091,AMSTERDAM AVENUE,19,1,
5779,1,2108,AMSTERDAM AVENUE,13,1,
5820,1,2208,AMSTERDAM AVENUE,20,20,
5832,1,2268,AMSTERDAM AVENUE,18,1,
5836,1,2304,AMSTERDAM AVENUE,19,19,
5839,1,2324,AMSTERDAM AVENUE,50,1,
5846,1,2400,AMSTERDAM AVENUE,12,1,
5847,1,2402,AMSTERDAM AVENUE,12,1,
5865,1,2498,AMSTERDAM AVENUE,3,1,
5867,1,2502,AMSTERDAM AVENUE,40,1,
5883,1,269,AMSTERDAM AVENUE,75,1,
5907,1,380,AMSTERDAM AVENUE,272,1,
5911,1,407,AMSTERDAM AVENUE,8,1,
5938,1,462,AMSTERDAM AVENUE,14,1,
5954,1,490,AMSTERDAM AVENUE,10,1,
5963,1,506,AMSTERDAM AVENUE,23,1,
5984,1,592,AMSTERDAM AVENUE,18,18,
6010,1,698,AMSTERDAM AVENUE,13,4,
6016,1,714,AMSTERDAM AVENUE,18,1,
6025,1,734,AMSTERDAM AVENUE,8,1,
6104,1,992,AMSTERDAM AVENUE,28,1,
6120,1,12,ARDEN STREET,26,1,
6133,1,40,ARDEN STREET,69,4,
6170,1,100,AUDUBON AVENUE,44,1,
6176,1,119,AUDUBON AVENUE,49,49,
6179,1,128,AUDUBON AVENUE,41,1,
6183,1,155,AUDUBON AVENUE,49,1,
6197,1,206,AUDUBON AVENUE,34,34,
6200,1,219,AUDUBON AVENUE,37,37,
6206,1,247,AUDUBON AVENUE,43,43,
6221,1,326,AUDUBON AVENUE,32,1,
6225,1,351,AUDUBON AVENUE,48,48,
6260,1,460,AUDUBON AVENUE,49,49,
6274,1,540,AUDUBON AVENUE,46,1,
6278,1,57,AUDUBON AVENUE,12,1,
6306,1,131,AVENUE A,30,1,
6326,1,170,AVENUE A,25,25,
6344,1,201,AVENUE A,6,1,
6364,1,24,AVENUE A,20,1,
6397,1,106,AVENUE B,8,2,
6450,1,205,AVENUE B,6,6,
6515,1,112,AVENUE C,22,22,
6527,1,129,AVENUE C,8,1,
6615,1,11,AVENUE D,16,16,
6756,1,16,BARROW STREET,14,1,
6830,1,83,BAXTER STREET,38,38,
6850,1,61,BAYARD STREET,16,1,
6943,1,20,BEEKMAN PLACE,83,1,
6975,1,1,BENNETT AVENUE,57,3,
7008,1,51,BENNETT AVENUE,48,1,
7071,1,188,BLEECKER STREET,15,1,
7084,1,228,BLEECKER STREET,25,25,
7185,1,4,BLEECKER STREET,5,1,
7210,1,44,BOGARDUS PLACE,50,1,
7277,1,143,BOWERY,138,138,
7402,1,338,BOWERY,225,1,
7477,1,226,BRADHURST AVENUE,12,1,
7821,1,2481,BROADWAY,87,2,
7874,1,2647,BROADWAY,26,26,
7878,1,2660,BROADWAY,86,1,
7906,1,2753,BROADWAY,131,3,
7979,1,3153,BROADWAY,23,1,
8013,1,3341,BROADWAY,45,3,
8029,1,3421,BROADWAY,33,33,
8037,1,3458,BROADWAY,57,1,
8049,1,3488,BROADWAY,39,1,
8054,1,3501,BROADWAY,45,45,
8077,1,3580,BROADWAY,43,43,
8087,1,3607,BROADWAY,103,1,
8096,1,3640,BROADWAY,35,2,
8106,1,3671,BROADWAY,47,1,
8107,1,3675,BROADWAY,53,1,
8143,1,3828,BROADWAY,38,38,
8145,1,3840,BROADWAY,40,1,
8148,1,3851,BROADWAY,54,54,
8149,1,3856,BROADWAY,40,1,
8150,1,3860,BROADWAY,29,29,
8157,1,3885,BROADWAY,61,61,
8199,1,629,WEST 173 STREET,78,1,
8242,1,4260,BROADWAY,59,2,
8249,1,4300,BROADWAY,54,54,
8269,1,4395,BROADWAY,61,1,
8283,1,4441,BROADWAY,26,26,
8286,1,4455,BROADWAY,78,2,
8317,1,4648,BROADWAY,43,1,
8362,1,4915,BROADWAY,94,2,
8363,1,4925,BROADWAY,50,50,
8625,1,131,BROOME STREET,200,1,
8642,1,254,BROOME STREET,17,2,
8644,1,259,BROOME STREET,48,1,
8656,1,286,BROOME STREET,8,1,
8658,1,289,BROOME STREET,20,1,
8695,1,373,BROOME STREET,30,1,
8780,1,1,CABRINI BOULEVARD,34,1,
8800,1,45,CABRINI BOULEVARD,42,1,
8804,1,68,CABRINI BOULEVARD,21,1,
8904,1,336,CANAL STREET,12,1,
9023,1,76,CARMINE STREET,21,21,
9183,1,448,CENTRAL PARK WEST,42,1,
9439,1,265,CHERRY STREET,245,1,
9463,1,107,CHRISTOPHER STREET,23,23,
9464,1,111,CHRISTOPHER STREET,18,18,
9534,1,157,CHRYSTIE STREET,6,6,
9685,1,69,CLINTON STREET,16,1,
9693,1,89,CLINTON STREET,12,12,
9699,1,97,CLINTON STREET,9,1,
9716,1,156,COLUMBUS AVENUE,8,1,
9776,1,474,COLUMBUS AVENUE,12,1,
9786,1,493,COLUMBUS AVENUE,29,29,
9797,1,600,COLUMBUS AVENUE,166,1,
9843,1,947,COLUMBUS AVENUE,10,10,
9855,1,967,COLUMBUS AVENUE,10,10,
9895,1,110,CONVENT AVENUE,30,1,
9909,1,260,CONVENT AVENUE,61,1,
9920,1,289,CONVENT AVENUE,43,1,
9930,1,310,CONVENT AVENUE,36,1,
10016,1,471,CONVENT AVENUE,3,1,
10026,1,70,CONVENT AVENUE,104,1,
10056,1,15,COOPER STREET,21,2,
10057,1,2,COOPER STREET,52,2,
10061,1,30,COOPER STREET,53,1,
10066,1,57,COOPER STREET,5,1,
10127,1,25,CUMMING STREET,71,1,
10130,1,101,DELANCEY STREET,20,1,
10168,1,212,DELANCEY STREET,11,11,
10191,1,9,DELANCEY STREET,15,15,
10254,1,19,DONGAN PLACE,43,1,
10303,1,118,DUANE STREET,9,1,
10311,1,142,DUANE STREET,8,1,
10377,1,207,DYCKMAN STREET,25,1,
10398,1,37,EAST 1 STREET,14,14,
10419,1,68,EAST 1 STREET,25,25,
10457,1,190,EAST 2 STREET,28,28,
10497,1,264,EAST 2 STREET,24,1,
10501,1,286,EAST 2 STREET,20,1,
10550,1,190,EAST 3 STREET,23,23,
10565,1,223,EAST 3 STREET,24,1,
10600,1,298,EAST 3 STREET,9,9,
10630,1,50,EAST 3 STREET,24,1,
10720,1,310,EAST 4 STREET,16,3,
10730,1,322,EAST 4 STREET,11,11,
10804,1,237,EAST 5 STREET,18,18,
10857,1,531,EAST 5 STREET,8,8,
10937,1,332,EAST 6 STREET,12,12,
10946,1,341,EAST 6 STREET,20,20,
10966,1,504,EAST 6 STREET,10,1,
11008,1,615,EAST 6 STREET,9,9,
11098,1,199,EAST 7 STREET,19,1,
11162,1,276,EAST 7 STREET,26,2,
11196,1,66,EAST 7 STREET,22,22,
11274,1,388,EAST 8 STREET,35,2,
11331,1,332,EAST 9 STREET,22,22,
11444,1,120,EAST 10 STREET,5,1,
11492,1,253,EAST 10 STREET,20,1,
11696,1,526,EAST 11 STREET,18,1,
11807,1,323,EAST 12 STREET,36,36,
11845,1,504,EAST 12 STREET,28,28,
11846,1,505,EAST 12 STREET,3,1,
11899,1,139,EAST 13 STREET,19,19,
11971,1,512,EAST 13 STREET,21,21,
11973,1,514,EAST 13 STREET,8,1,
11975,1,516,EAST 13 STREET,10,10,
12069,1,331,EAST 14 STREET,24,5,
12129,1,210,EAST 15 STREET,189,1,
12204,1,135,EAST 17 STREET,44,1,
12396,1,330,EAST 19 STREET,25,1,
12397,1,332,EAST 19 STREET,25,1,
12403,1,342,EAST 19 STREET,8,1,
12501,1,223,EAST 21 STREET,10,1,
12518,1,305,EAST 21 STREET,33,1,
12678,1,236,EAST 24 STREET,20,20,
12725,1,334,EAST 25 STREET,60,1,
12752,1,210,EAST 26 STREET,6,1,
12763,1,226,EAST 26 STREET,22,1,
12780,1,115,EAST 27 STREET,18,1,
12807,1,230,EAST 27 STREET,25,25,
12866,1,113,EAST 29 STREET,5,1,
12921,1,104,EAST 30 STREET,5,3,
12939,1,125,EAST 30 STREET,10,1,
13016,1,41,EAST 30 STREET,9,9,
13086,1,248,EAST 31 STREET,30,1,
13120,1,223,EAST 32 STREET,20,1,
13186,1,238,EAST 33 STREET,20,20,
13275,1,51,EAST 34 STREET,7,1,
13322,1,165,EAST 35 STREET,130,1,
13335,1,221,EAST 35 STREET,8,8,
13403,1,163,EAST 36 STREET,20,1,
14112,1,347,EAST 51 STREET,22,2,
14227,1,224,EAST 53 STREET,3,1,
14270,1,340,EAST 53 STREET,15,1,
14595,1,217,EAST 59 STREET,6,1,
14822,1,338,EAST 61 STREET,20,20,
15424,1,32,EAST 68 STREET,10,1,
15591,1,178,EAST 70 STREET,19,19,
15613,1,314,EAST 70 STREET,15,1,
15832,1,417,EAST 72 STREET,19,1,
15844,1,520,EAST 72 STREET,117,1,
16185,1,305,EAST 75 STREET,30,30,
16209,1,415,EAST 75 STREET,19,19,
16232,1,442,EAST 75 STREET,26,26,
16287,1,213,EAST 76 STREET,22,1,
16305,1,342,EAST 76 STREET,17,1,
16397,1,249,EAST 77 STREET,18,1,
16427,1,405,EAST 77 STREET,15,1,
16450,1,446,EAST 77 STREET,12,1,
16605,1,416,EAST 78 STREET,16,16,
16612,1,425,EAST 78 STREET,35,1,
16836,1,433,EAST 80 STREET,32,1,
16922,1,226,EAST 81 STREET,20,20,
16926,1,23,EAST 81 STREET,8,1,
17060,1,16,EAST 82 STREET,8,1,
17079,1,203,EAST 82 STREET,5,1,
17131,1,349,EAST 82 STREET,15,15,
17179,1,536,EAST 82 STREET,31,1,
17202,1,119,EAST 83 STREET,20,1,
17346,1,525,EAST 83 STREET,16,1,
17396,1,218,EAST 84 STREET,20,1,
17407,1,235,EAST 84 STREET,38,38,
17518,1,131,EAST 85 STREET,23,1,
17679,1,322,EAST 86 STREET,4,1,
17682,1,331,EAST 86 STREET,28,1,
17824,1,519,EAST 87 STREET,20,20,
17858,1,120,EAST 88 STREET,11,2,
17889,1,217,EAST 88 STREET,20,1,
17896,1,230,EAST 88 STREET,109,1,
17950,1,519,EAST 88 STREET,11,11,
17984,1,168,EAST 89 STREET,4,4,
17985,1,170,EAST 89 STREET,8,1,
18020,1,320,EAST 89 STREET,35,1,
18132,1,321,EAST 90 STREET,16,16,
18154,1,413,EAST 90 STREET,11,1,
18338,1,325,EAST 92 STREET,20,1,
18412,1,179,EAST 93 STREET,16,1,
18441,1,316,EAST 93 STREET,29,29,
18550,1,336,EAST 94 STREET,10,1,
18640,1,336,EAST 95 STREET,30,2,
18674,1,204,EAST 96 STREET,21,2,
18683,1,233,EAST 96 STREET,20,1,
18739,1,57,EAST 97 STREET,24,24,
18774,1,167,EAST 99 STREET,19,1,
18802,1,195,EAST 100 STREET,8,1,
18848,1,177,EAST 101 STREET,38,1,
18875,1,119,EAST 102 STREET,25,25,
18907,1,102,EAST 103 STREET,28,1,
18914,1,124,EAST 103 STREET,30,30,
18948,1,315,EAST 103 STREET,50,1,
19074,1,335,EAST 105 STREET,102,1,
19134,1,127,EAST 107 STREET,108,108,
19136,1,124,EAST 107 STREET,34,1,
19190,1,305,EAST 108 STREET,33,1,
19227,1,19,EAST 109 STREET,31,31,
19228,1,20,EAST 109 STREET,11,1,
19309,1,245,EAST 110 STREET,30,30,
19382,1,214,EAST 111 STREET,7,7,
19399,1,235,EAST 111 STREET,12,1,
19403,1,239,EAST 111 STREET,7,1,
19410,1,307,EAST 111 STREET,8,1,
19443,1,204,EAST 112 STREET,33,1,
19487,1,411,EAST 114 STREET,20,20,
19489,1,417,EAST 114 STREET,8,1,
19491,1,421,EAST 114 STREET,8,1,
19506,1,117,EAST 115 STREET,21,1,
19547,1,241,EAST 115 STREET,23,2,
19604,1,104,EAST 116 STREET,27,1,
19615,1,12,EAST 116 STREET,10,1,
19629,1,152,EAST 116 STREET,9,9,
19636,1,16,EAST 116 STREET,12,1,
19658,1,209,EAST 116 STREET,18,18,
19666,1,221,EAST 116 STREET,4,1,
19676,1,232,EAST 116 STREET,28,28,
19752,1,432,EAST 116 STREET,11,11,
19822,1,175,EAST 117 STREET,4,1,
19958,1,147,EAST 118 STREET,16,4,
20019,1,329,EAST 118 STREET,4,4,
20040,1,411,EAST 118 STREET,40,1,
20122,1,121,EAST 119 STREET,9,1,
20144,1,240,EAST 119 STREET,33,2,
20150,1,307,EAST 119 STREET,12,12,
20185,1,347,EAST 119 STREET,10,1,
20186,1,348,EAST 119 STREET,18,1,
20192,1,406,EAST 119 STREET,10,10,
20200,1,418,EAST 119 STREET,44,1,
20230,1,524,EAST 119 STREET,35,35,
20282,1,326,EAST 120 STREET,4,4,
20311,1,438,EAST 120 STREET,42,1,
20365,1,105,EAST 122 STREET,10,10,
20374,1,135,EAST 122 STREET,21,1,
20396,1,219,EAST 122 STREET,148,1,
20464,1,247,EAST 123 STREET,11,11,
20488,1,136,EAST 124 STREET,8,8,
20525,1,23,EAST 124 STREET,29,1,
20539,1,27,EAST 124 STREET,36,1,
20604,1,28,EAST 125 STREET,13,1,
20623,1,79,EAST 125 STREET,16,16,
20629,1,107,EAST 126 STREET,255,2,
20640,1,2085,LEXINGTON AVENUE,30,1,
20676,1,318,EAST 126 STREET,20,1,
20678,1,320,EAST 126 STREET,20,3,
20679,1,322,EAST 126 STREET,28,28,
20756,1,78,EAST 127 STREET,24,1,
20765,1,112,EAST 128 STREET,157,157,
20805,1,123,EAST 129 STREET,131,2,
20819,1,28,EAST 129 STREET,19,1,
20856,1,20,EAST 130 STREET,8,1,
21158,1,303,EAST HOUSTON STREET,5,5,
21206,1,135,EDGECOMBE AVENUE,11,2,
21208,1,137,EDGECOMBE AVENUE,10,1,
21214,1,145,EDGECOMBE AVENUE,20,1,
21216,1,153,EDGECOMBE AVENUE,20,20,
21261,1,267,EDGECOMBE AVENUE,84,84,
21273,1,331,EDGECOMBE AVENUE,43,1,
21280,1,363,EDGECOMBE AVENUE,23,23,
21282,1,367,EDGECOMBE AVENUE,23,23,
21308,1,54,EDGECOMBE AVENUE,12,12,
21317,1,631,EDGECOMBE AVENUE,60,1,
21331,1,109,ELDRIDGE STREET,22,1,
21343,1,135,ELDRIDGE STREET,28,1,
21378,1,245,ELDRIDGE STREET,10,1,
21433,1,168,ELIZABETH STREET,10,10,
21434,1,170,ELIZABETH STREET,3,3,
21475,1,264,ELIZABETH STREET,9,1,
21518,1,2,ELLWOOD STREET,150,5,
21519,1,36,ELLWOOD STREET,60,1,
21524,1,78,ELLWOOD STREET,30,1,
21526,1,90,ELLWOOD STREET,61,1,
21527,1,97,ELLWOOD STREET,49,1,
21569,1,31,ESSEX STREET,14,14,
21585,1,621,WATER STREET,127,1,
21666,1,124,FT GEORGE AVENUE,78,1,
21766,1,10,FT WASHINGTON AVENUE,82,1,
21781,1,238,FT WASHINGTON AVENUE,42,1,
21794,1,295,FT WASHINGTON AVENUE,54,1,
21804,1,370,FT WASHINGTON AVENUE,75,2,
21808,1,385,FT WASHINGTON AVENUE,65,1,
21811,1,391,FT WASHINGTON AVENUE,54,54,
21816,1,435,FT WASHINGTON AVENUE,46,1,
21819,1,452,FT WASHINGTON AVENUE,54,54,
21822,1,46,FT WASHINGTON AVENUE,43,43,
21828,1,500,FT WASHINGTON AVENUE,55,1,
21837,1,555,FT WASHINGTON AVENUE,62,1,
21838,1,56,FT WASHINGTON AVENUE,43,43,
21842,1,590,FT WASHINGTON AVENUE,79,1,
21847,1,640,FT WASHINGTON AVENUE,66,2,
21848,1,65,FT WASHINGTON AVENUE,42,3,
21858,1,75,FT WASHINGTON AVENUE,56,56,
21892,1,82,FULTON STREET,187,1,
22001,1,237,GRAND STREET,224,224,
22067,1,384,GRAND STREET,26,2,
22069,1,410,GRAND STREET,200,1,
22486,1,40,GROVE STREET,19,19,
22514,1,135,HAMILTON PLACE,35,1,
22520,1,35,HAMILTON PLACE,92,92,
22534,1,87,HAMILTON PLACE,97,97,
22575,1,45,HAMILTON TERRACE,9,9,
22584,1,53,HAMILTON TERRACE,47,1,
22591,1,63,HAMILTON TERRACE,51,1,
22634,1,134,HAVEN AVENUE,49,1,
22638,1,200,HAVEN AVENUE,95,1,
22687,1,161,HENRY STREET,27,27,
22710,1,217,HENRY STREET,6,6,
22744,1,33,HENRY STREET,18,18,
22797,1,189,HESTER STREET,8,8,
22833,1,11,HILLSIDE AVENUE,91,91,
22841,1,34,HILLSIDE AVENUE,186,2,
22956,1,285,HUDSON STREET,0,1,
23040,1,549,HUDSON STREET,13,1,
23134,1,536,ISHAM STREET,48,1,
23135,1,541,ISHAM STREET,45,1,
23137,1,549,ISHAM STREET,51,1,
23138,1,560,ISHAM STREET,49,1,
23149,1,1,JACOBUS PLACE,84,84,
23452,1,191,LENOX AVENUE,4,1,
23491,1,242,LENOX AVENUE,15,1,
23590,1,418,LENOX AVENUE,8,1,
23620,1,465,LENOX AVENUE,22,1,
23655,1,620,LENOX AVENUE,261,261,
23660,1,630,LENOX AVENUE,259,1,
23758,1,1020,LEXINGTON AVENUE,2,1,
23883,1,1434,LEXINGTON AVENUE,6,1,
23887,1,1442,LEXINGTON AVENUE,16,1,
23901,1,1469,LEXINGTON AVENUE,59,1,
23928,1,1517,LEXINGTON AVENUE,14,1,
23968,1,1626,LEXINGTON AVENUE,24,24,
23982,1,1651,LEXINGTON AVENUE,8,1,
24078,1,1900,LEXINGTON AVENUE,134,134,
24083,1,1982,LEXINGTON AVENUE,341,1,
24188,1,54,LEXINGTON AVENUE,50,5,
24319,1,961,LEXINGTON AVENUE,6,1,
24448,1,85,LUDLOW STREET,20,20,
24614,1,128,MADISON AVENUE,9,1,
24627,1,1302,MADISON AVENUE,1,1,
24805,1,2027,MADISON AVENUE,32,2,
24816,1,2050,MADISON AVENUE,3,1,
24835,1,2093,MADISON AVENUE,20,1,
25067,1,110,MADISON STREET,26,1,
25115,1,81,MADISON STREET,20,1,
25160,1,10,MANHATTAN AVENUE,42,1,
25212,1,254,MANHATTAN AVENUE,25,1,
25225,1,320,MANHATTAN AVENUE,54,54,
25227,1,317,WEST 114 STREET,13,2,
25232,1,346,MANHATTAN AVENUE,49,1,
25240,1,370,MANHATTAN AVENUE,64,64,
25242,1,372,MANHATTAN AVENUE,10,1,
25247,1,385,MANHATTAN AVENUE,3,3,
25250,1,388,MANHATTAN AVENUE,10,1,
25258,1,396,MANHATTAN AVENUE,9,1,
25261,1,4,MANHATTAN AVENUE,19,19,
25357,1,16,MARBLE HILL AVENUE,42,1,
25509,1,35,MONTGOMERY STREET,145,1,
25528,1,161,MORNINGSIDE AVENUE,10,1,
25536,1,175,MORNINGSIDE AVENUE,10,2,
25538,1,20,MORNINGSIDE AVENUE,53,1,
25557,1,65,MORNINGSIDE AVENUE,10,1,
25623,1,111,MOTT STREET,22,22,
25626,1,117,MOTT STREET,13,1,
25633,1,127,MOTT STREET,7,7,
25658,1,167,MOTT STREET,26,26,
25667,1,185,MOTT STREET,20,20,
25713,1,302,MOTT STREET,48,48,
25721,1,39,MOTT STREET,8,1,
25727,1,47,MOTT STREET,22,22,
25740,1,68,MOTT STREET,10,1,
25749,1,81,MOTT STREET,10,1,
25761,1,22,MT MORRIS PARK WEST,22,1,
25776,1,110,MULBERRY STREET,15,15,
25808,1,171,MULBERRY STREET,11,1,
25820,1,20,MULBERRY STREET,3,3,
25830,1,232,MULBERRY STREET,18,18,
25835,1,239,MULBERRY STREET,11,1,
25852,1,280,MULBERRY STREET,33,33,
25917,1,126,NAGLE AVENUE,88,2,
25921,1,140,NAGLE AVENUE,47,1,
25929,1,192,NAGLE AVENUE,48,48,
25934,1,25,NAGLE AVENUE,48,1,
26048,1,16,OLD BROADWAY,16,16,
26064,1,31,OLIVER STREET,25,1,
26076,1,130,ALLEN STREET,16,16,
26167,1,58,ORCHARD STREET,16,16,
26693,1,139,PAYSON AVENUE,61,61,
26761,1,104,PERRY STREET,14,14,
26811,1,47,PERRY STREET,20,20,
26820,1,63,PERRY STREET,25,25,
26866,1,12,PINEHURST AVENUE,61,61,
26890,1,90,PINEHURST AVENUE,49,3,
26891,1,92,PINEHURST AVENUE,73,1,
26906,1,67,PITT STREET,20,1,
26937,1,307,PLEASANT AVENUE,17,1,
26987,1,118,POST AVENUE,76,76,
26999,1,30,POST AVENUE,26,2,
27001,1,34,POST AVENUE,26,1,
27002,1,38,POST AVENUE,26,1,
