building_id,borough,house_number,street,units,units_complete,
77588,2,815,FAIRMOUNT PLACE,48,4,
77657,2,40,FEATHERBED LANE,59,59,
78019,2,114,FIELD PLACE,27,27,
78261,2,1056,FINDLAY AVENUE,9,2,
78270,2,1109,FINDLAY AVENUE,11,2,
78274,2,1118,FINDLAY AVENUE,12,12,
78278,2,1125,FINDLAY AVENUE,11,1,
78296,2,1245,FINDLAY AVENUE,67,5,
78363,2,1363,FINDLAY AVENUE,60,1,
78371,2,992,FINDLAY AVENUE,3,3,
78592,2,3320A,FISH AVENUE,2,2,
78598,2,3326,FISH AVENUE,3,1,
78629,2,3444,FISH AVENUE,10,10,
78794,2,1126,FOREST AVENUE,3,3,
78799,2,1131,FOREST AVENUE,3,1,
78809,2,1143,FOREST AVENUE,3,1,
78890,2,1637,FOWLER AVENUE,1,1,
79027,2,1049,FOX STREET,42,1,
79054,2,1122,FOX STREET,4,2,
79153,2,712,FOX STREET,47,1,
79155,2,725,FOX STREET,60,1,
79159,2,756,FOX STREET,24,1,
79168,2,788,FOX STREET,52,2,
79270,2,1229,FRANKLIN AVENUE,55,1,
79276,2,1250,FRANKLIN AVENUE,56,1,
79277,2,1253,FRANKLIN AVENUE,37,1,
79433,2,2500,FRISBY AVENUE,68,1,
79435,2,2511,FRISBY AVENUE,46,1,
79515,2,1123,FTELEY AVENUE,4,4,
79518,2,1127,FTELEY AVENUE,4,1,
79538,2,1148,FTELEY AVENUE,4,1,
79540,2,1150,FTELEY AVENUE,4,1,
79569,2,1256,FTELEY AVENUE,5,1,
79620,2,1343,FTELEY AVENUE,3,1,
79705,2,1175,FULTON AVENUE,42,1,
79717,2,1203,FULTON AVENUE,29,29,
79843,2,4375,FURMAN AVENUE,2,1,
79847,2,4382,FURMAN AVENUE,73,3,
79924,2,670,GARDEN STREET,34,1,
79929,2,711,GARDEN STREET,166,1,
79933,2,770,GARDEN STREET,52,52,
79942,2,795,GARDEN STREET,87,2,
80011,2,1008,GARRISON AVENUE,21,1,
80016,2,1150,GARRISON AVENUE,54,1,
80049,2,3433,GATES PLACE,50,4,
80051,2,3440,GATES PLACE,43,1,
80052,2,3450,GATES PLACE,43,1,
80056,2,1006,GERARD AVENUE,76,1,
80061,2,1040,GERARD AVENUE,52,1,
80073,2,1098,GERARD AVENUE,62,62,
80077,2,1165,GERARD AVENUE,43,43,
80079,2,1170,GERARD AVENUE,54,54,
80084,2,1265,GERARD AVENUE,54,1,
80085,2,1270,GERARD AVENUE,109,6,
80097,2,691,GERARD AVENUE,65,65,
80099,2,705,GERARD AVENUE,73,73,
80109,2,845,GERARD AVENUE,65,1,
80444,2,1511,GIVAN AVENUE,2,1,
80516,2,1752,GLEASON AVENUE,3,1,
80638,2,2003,GLEASON AVENUE,80,3,
80700,2,2235,GLEASON AVENUE,26,3,
80968,2,3135,GODWIN TERRACE,67,3,
80969,2,3136,GODWIN TERRACE,63,1,
81295,2,4335,GRACE AVENUE,2,2,
81382,2,278,GRAFF AVENUE,2,2,
81425,2,1695,GRAND AVENUE,68,4,
81436,2,1750,GRAND AVENUE,52,2,
81461,2,2042,GRAND AVENUE,50,1,
81484,2,2081,GRAND AVENUE,53,1,
81485,2,2084,GRAND AVENUE,48,1,
81512,2,2155,GRAND AVENUE,41,3,
81522,2,2200,GRAND AVENUE,49,2,
81553,2,2321,GRAND AVENUE,3,1,
81556,2,2326,GRAND AVENUE,36,36,
81591,2,2487,GRAND AVENUE,42,42,
81592,2,2497,GRAND AVENUE,37,1,
81593,2,2499,GRAND AVENUE,46,1,
81643,2,1035,GRAND CONCOURSE,48,48,
81647,2,1049,GRAND CONCOURSE,37,1,
81649,2,1055,GRAND CONCOURSE,55,1,
81652,2,1100,GRAND CONCOURSE,72,1,
81656,2,1150,GRAND CONCOURSE,114,1,
81657,2,1153,GRAND CONCOURSE,58,3,
81660,2,1185,GRAND CONCOURSE,59,59,
81661,2,1188,GRAND CONCOURSE,93,1,
81664,2,1215,GRAND CONCOURSE,48,1,
81671,2,1250,GRAND CONCOURSE,49,2,
81675,2,1278,GRAND CONCOURSE,49,49,
81677,2,1291,GRAND CONCOURSE,58,58,
81691,2,1401,GRAND CONCOURSE,52,1,
81693,2,1410,GRAND CONCOURSE,35,35,
81701,2,1466,GRAND CONCOURSE,58,1,
81702,2,1500,GRAND CONCOURSE,95,1,
81704,2,1515,GRAND CONCOURSE,76,1,
81708,2,1555,GRAND CONCOURSE,147,1,
81709,2,1560,GRAND CONCOURSE,111,111,
81715,2,1675,GRAND CONCOURSE,78,3,
81716,2,1684,GRAND CONCOURSE,79,1,
81720,2,1750,GRAND CONCOURSE,70,1,
81722,2,1777,GRAND CONCOURSE,167,1,
81741,2,1895,GRAND CONCOURSE,15,1,
81746,2,1930,GRAND CONCOURSE,62,2,
81755,2,2001,GRAND CONCOURSE,41,3,
81766,2,2060,GRAND CONCOURSE,40,2,
81777,2,2103,GRAND CONCOURSE,44,44,
81782,2,2186,GRAND CONCOURSE,52,1,
81792,2,2254,GRAND CONCOURSE,10,10,
81795,2,2274,GRAND CONCOURSE,41,41,
81797,2,2295,GRAND CONCOURSE,30,30,
81798,2,2300,GRAND CONCOURSE,69,2,
81812,2,2359,GRAND CONCOURSE,21,21,
81815,2,2381,GRAND CONCOURSE,19,1,
81860,2,2664,GRAND CONCOURSE,80,80,
81861,2,2665,GRAND CONCOURSE,113,2,
81865,2,2700,GRAND CONCOURSE,65,3,
81867,2,2715,GRAND CONCOURSE,73,1,
81870,2,2754,GRAND CONCOURSE,67,2,
81871,2,2760,GRAND CONCOURSE,58,58,
81872,2,2780,GRAND CONCOURSE,79,1,
81879,2,2820,GRAND CONCOURSE,72,1,
81887,2,2866,GRAND CONCOURSE,5,1,
81893,2,2877,GRAND CONCOURSE,61,61,
81900,2,2910,GRAND CONCOURSE,31,31,
81902,2,2917,GRAND CONCOURSE,56,2,
81921,2,3042,GRAND CONCOURSE,27,2,
81983,2,760,GRAND CONCOURSE,91,1,
81985,2,790,GRAND CONCOURSE,84,1,
81987,2,840,GRAND CONCOURSE,171,1,
81988,2,860,GRAND CONCOURSE,105,1,
81990,2,900,GRAND CONCOURSE,298,1,
82001,2,1007,GRANT AVENUE,20,20,
82022,2,1067,GRANT AVENUE,4,1,
82085,2,1212,GRANT AVENUE,51,2,
82125,2,955,GRANT AVENUE,6,6,
82175,2,1183,GRENADA PLACE,2,1,
82201,2,3804,GREYSTONE AVENUE,40,2,
82206,2,3900,GREYSTONE AVENUE,127,2,
82316,2,783,GROTE STREET,12,12,
82979,2,1080,HALL PLACE,7,7,
83110,2,2613,HARDING AVENUE,2,1,
83653,2,1812,HARRISON AVENUE,21,1,
83716,2,2055,HARRISON AVENUE,70,3,
83766,2,1311,HARROD AVENUE,5,5,
84041,2,2075,HAVILAND AVENUE,26,1,
84210,2,2800,HEATH AVENUE,78,1,
84284,2,3004,HEATH AVENUE,36,2,
84342,2,1932,HENNESSY PLACE,5,1,
84742,2,4214,HERKIMER PLACE,2,2,
85314,2,1721,HOBART AVENUE,37,2,
85452,2,1116,HOE AVENUE,25,25,
85510,2,1288,HOE AVENUE,20,1,
85511,2,1290,HOE AVENUE,32,1,
85517,2,1301,HOE AVENUE,17,1,
85566,2,900,HOE AVENUE,46,1,
85568,2,922,HOE AVENUE,41,1,
85643,2,2509,HOFFMAN STREET,25,1,
85653,2,1655,HOLLAND AVENUE,2,1,
85657,2,1659,HOLLAND AVENUE,3,1,
85770,2,2180,HOLLAND AVENUE,85,1,
85773,2,2206,HOLLAND AVENUE,54,2,
85781,2,2225,HOLLAND AVENUE,62,1,
85932,2,3010,HOLLAND AVENUE,13,13,
85941,2,3038,HOLLAND AVENUE,13,1,
85944,2,3046,HOLLAND AVENUE,13,13,
85946,2,3215,HOLLAND AVENUE,52,4,
85986,2,3608,HOLLAND AVENUE,8,1,
85989,2,3630,HOLLAND AVENUE,5,5,
86423,2,1001,HOME STREET,26,1,
86458,2,823,HOME STREET,15,1,
86459,2,827,HOME STREET,20,1,
86507,2,936,HOME STREET,25,1,
87096,2,2147,HONEYWELL AVENUE,31,1,
87211,2,3850,HUDSON MANOR TERRACE,110,1,
87218,2,1997,HUGHES AVENUE,75,1,
87220,2,2016,HUGHES AVENUE,21,21,
87222,2,2019,HUGHES AVENUE,8,8,
87225,2,2025,HUGHES AVENUE,3,1,
87230,2,2037,HUGHES AVENUE,26,1,
87325,2,2371,HUGHES AVENUE,9,1,
87328,2,2380,HUGHES AVENUE,18,1,
87351,2,2476,HUGHES AVENUE,63,63,
87402,2,3038,HULL AVENUE,21,1,
87405,2,3047,HULL AVENUE,8,1,
87412,2,3063,HULL AVENUE,27,1,
87415,2,3070,HULL AVENUE,49,1,
87445,2,3152,HULL AVENUE,28,1,
87508,2,3291,HULL AVENUE,28,1,
87694,2,1055,HUNTINGTON AVENUE,3,1,
87781,2,379,HUNTINGTON AVENUE,3,2,
87857,2,710,HUNTS POINT AVENUE,42,42,
87898,2,889,HUNTS POINT AVENUE,24,1,
87961,2,1650,HUTCH RIVER PARKWAY EAST,35,35,
88184,2,1158,INTERVALE AVENUE,18,2,
88269,2,877,INTERVALE AVENUE,8,2,
88274,2,936,INTERVALE AVENUE,27,1,
88276,2,941,INTERVALE AVENUE,49,1,
88472,2,1114,JACKSON AVENUE,3,1,
88473,2,1116,JACKSON AVENUE,3,1,
88474,2,1118,JACKSON AVENUE,3,3,
88527,2,440,JACKSON AVENUE,49,1,
88530,2,455,JACKSON AVENUE,60,1,
88576,2,755,JACKSON AVENUE,11,1,
88713,2,799,JENNINGS STREET,2,1,
88744,2,1005,JEROME AVENUE,174,1,
88745,2,1055,JEROME AVENUE,63,3,
88747,2,1065,JEROME AVENUE,58,2,
88882,2,2128,JEROME AVENUE,31,31,
88912,2,2345,JEROME AVENUE,2,2,
88955,2,2575,JEROME AVENUE,90,1,
88959,2,2615,JEROME AVENUE,26,26,
88973,2,2776,JEROME AVENUE,66,1,
89061,2,1419,JESUP AVENUE,59,1,
89073,2,1465,JESUP AVENUE,55,1,
89078,2,1475,JESUP AVENUE,63,1,
89093,2,1540,JESUP AVENUE,4,4,
89135,2,3135,JOHNSON AVENUE,122,2,
89504,2,936,KELLY STREET,7,1,
89508,2,957,KELLY STREET,41,2,
89610,2,226,KIMBERLY PLACE,42,3,
89727,2,3140,KINGSBRIDGE AVENUE,70,70,
89745,2,3410,KINGSBRIDGE AVENUE,117,1,
89764,2,2630,KINGSBRIDGE TERRACE,185,3,
89812,2,2770,KINGSBRIDGE TERRACE,72,1,
89826,2,2865,KINGSBRIDGE TERRACE,104,1,
89839,2,3036,KINGSBRIDGE TERRACE,3,3,
90036,2,2944,KINGSLAND AVENUE,2,1,
90270,2,3425,KNOX PLACE,59,59,
90280,2,3475,KNOX PLACE,56,1,
90281,2,3202,KOSSUTH AVENUE,35,35,
90283,2,3216,KOSSUTH AVENUE,35,1,
90359,2,2915,LA SALLE AVENUE,5,1,
90847,2,3768,LACONIA AVENUE,2,2,
90952,2,1275,LAFAYETTE AVENUE,41,1,
90954,2,1290,LAFAYETTE AVENUE,51,51,
90955,2,1314,LAFAYETTE AVENUE,45,45,
90956,2,1315,LAFAYETTE AVENUE,38,3,
90986,2,1850,LAFAYETTE AVENUE,230,1,
91420,2,954,LEGGETT AVENUE,8,2,
91513,2,1250,LELAND AVENUE,43,2,
91530,2,1327,LELAND AVENUE,3,1,
91576,2,1445,LELAND AVENUE,4,1,
91591,2,1460,LELAND AVENUE,4,1,
91595,2,1466,LELAND AVENUE,4,2,
91596,2,1468,LELAND AVENUE,4,1,
91614,2,1532,LELAND AVENUE,17,1,
91996,2,2232,LIGHT STREET,3,3,
92343,2,1015,LONGFELLOW AVENUE,4,4,
92360,2,1036,LONGFELLOW AVENUE,4,1,
92361,2,1037,LONGFELLOW AVENUE,4,1,
92368,2,1045,LONGFELLOW AVENUE,4,4,
92369,2,1046,LONGFELLOW AVENUE,4,1,
92374,2,1053,LONGFELLOW AVENUE,4,4,
92375,2,1054,LONGFELLOW AVENUE,4,1,
92381,2,1083,LONGFELLOW AVENUE,45,1,
92395,2,1144,LONGFELLOW AVENUE,3,3,
92396,2,1145,LONGFELLOW AVENUE,26,2,
92399,2,1150,LONGFELLOW AVENUE,3,3,
92408,2,1255,LONGFELLOW AVENUE,20,1,
92439,2,1496,LONGFELLOW AVENUE,19,1,
92451,2,1690,LONGFELLOW AVENUE,83,1,
92457,2,1900,LONGFELLOW AVENUE,30,2,
92490,2,875,LONGFELLOW AVENUE,32,1,
92542,2,1025,LONGWOOD AVENUE,19,1,
92589,2,911,LONGWOOD AVENUE,18,1,
92611,2,2344,LORILLARD PLACE,3,3,
92612,2,2346,LORILLARD PLACE,3,3,
92621,2,2365,LORILLARD PLACE,13,1,
92622,2,2366,LORILLARD PLACE,26,1,
92630,2,2389,LORILLARD PLACE,17,1,
92635,2,2406,LORILLARD PLACE,26,1,
92648,2,2425,LORILLARD PLACE,21,2,
92673,2,2333,LORING PLACE,24,1,
92675,2,2226,LORING PLACE NORTH,32,1,
92689,2,2280,LORING PLACE NORTH,61,3,
92737,2,1849,LORING PLACE SOUTH,2,2,
92754,2,1915,LORING PLACE SOUTH,3,1,
92757,2,1920,LORING PLACE SOUTH,11,1,
92773,2,1945,LORING PLACE SOUTH,43,43,
92812,2,4036,LOWERRE PLACE,4,1,
93147,2,2510,LURTING AVENUE,3,1,
93245,2,2953,LURTING AVENUE,2,2,
93321,2,1144,LYDIG AVENUE,49,2,
93369,2,900,LYDIG AVENUE,93,1,
93376,2,1365,LYMAN PLACE,15,1,
93435,2,2363,LYON AVENUE,27,1,
93602,2,735,MACE AVENUE,94,94,
93721,2,1674,MACOMBS ROAD,65,1,
93725,2,857,MACY PLACE,3,3,
93934,2,626,MANIDA STREET,2,1,
93962,2,671,MANIDA STREET,39,1,
93977,2,754,MANIDA STREET,38,1,
94020,2,866,MANIDA STREET,2,1,
94056,2,1023,MANOR AVENUE,4,1,
94060,2,1031,MANOR AVENUE,4,1,
94073,2,1047,MANOR AVENUE,4,2,
94163,2,1235,MANOR AVENUE,2,1,
94228,2,2048,MAPES AVENUE,13,3,
94244,2,2136,MAPES AVENUE,20,20,
94246,2,2139,MAPES AVENUE,2,1,
94269,2,106,MARCY PLACE,58,58,
94280,2,200,MARCY PLACE,55,2,
94334,2,2436,MARION AVENUE,27,27,
94338,2,2474,MARION AVENUE,25,25,
94358,2,2557,MARION AVENUE,52,7,
94374,2,2600,MARION AVENUE,11,1,
94393,2,2676,MARION AVENUE,5,1,
94400,2,2700,MARION AVENUE,60,6,
94401,2,2701,MARION AVENUE,37,1,
94402,2,2705,MARION AVENUE,38,4,
94435,2,2795,MARION AVENUE,3,1,
94446,2,2846,MARION AVENUE,1,1,
94453,2,2961,MARION AVENUE,80,1,
94458,2,2976,MARION AVENUE,62,2,
94462,2,2995,MARION AVENUE,44,1,
94464,2,3003,MARION AVENUE,55,55,
94487,2,1801,MARMION AVENUE,26,26,
94506,2,1967,MARMION AVENUE,73,73,
94509,2,1981,MARMION AVENUE,26,1,
94510,2,2001,MARMION AVENUE,36,1,
94634,2,4373,MATILDA AVENUE,3,1,
94894,2,2145,MATTHEWS AVENUE,51,1,
94968,2,2529,MATTHEWS AVENUE,27,1,
94989,2,2724,MATTHEWS AVENUE,3,3,
95400,2,1935,MC GRAW AVENUE,64,64,
95493,2,622,MEAD STREET,3,3,
95593,2,650,MELROSE AVENUE,16,1,
95596,2,680,MELROSE AVENUE,8,8,
95599,2,721,MELROSE AVENUE,6,6,
95611,2,773,MELROSE AVENUE,12,12,
95624,2,900,MELROSE AVENUE,24,1,
95668,2,1726,MELVILLE STREET,2,1,
95699,2,1340,MERRIAM AVENUE,69,1,
95806,2,1120,METCALF AVENUE,4,1,
95807,2,1122,METCALF AVENUE,4,4,
95811,2,1130,METCALF AVENUE,4,4,
95813,2,1134,METCALF AVENUE,6,1,
95884,2,1560,METROPOLITAN AVENUE,109,1,
95916,2,22,METROPOLITAN OVAL,107,1,
95919,2,28,METROPOLITAN OVAL,100,1,
96615,2,1562,MINFORD PLACE,20,1,
96734,2,219,MIRIAM STREET,54,1,
96756,2,2075,MOHEGAN AVENUE,21,1,
96758,2,2082,MOHEGAN AVENUE,34,1,
96760,2,2090,MOHEGAN AVENUE,24,1,
96762,2,2115,MOHEGAN AVENUE,25,2,
96765,2,2155,MOHEGAN AVENUE,15,1,
96768,2,1654,MONROE AVENUE,49,49,
96771,2,1665,MONROE AVENUE,49,5,
96817,2,1826,MONROE AVENUE,30,2,
96819,2,1848,MONROE AVENUE,26,1,
96821,2,1855,MONROE AVENUE,37,2,
96830,2,2023,MONTEREY AVENUE,40,1,
96839,2,135,WEST 175 STREET,39,2,
96887,2,1750,MONTGOMERY AVENUE,66,66,
96896,2,1711,MONTGOMERY PLACE,3,1,
96919,2,3928,MONTICELLO AVENUE,2,1,
97306,2,1050,MORRIS AVENUE,3,1,
97345,2,1220,MORRIS AVENUE,49,1,
97346,2,1225,MORRIS AVENUE,43,6,
97349,2,1235,MORRIS AVENUE,49,1,
97362,2,1277,MORRIS AVENUE,16,1,
97386,2,1400,MORRIS AVENUE,63,2,
97394,2,1499,MORRIS AVENUE,3,1,
97421,2,1686,MORRIS AVENUE,2,2,
97426,2,1711,MORRIS AVENUE,90,2,
97431,2,1870,MORRIS AVENUE,25,3,
97472,2,2011,MORRIS AVENUE,30,1,
97509,2,2192,MORRIS AVENUE,43,2,
97524,2,2237,MORRIS AVENUE,30,30,
97528,2,2255,MORRIS AVENUE,43,2,
97534,2,2261,MORRIS AVENUE,33,33,
97540,2,2275,MORRIS AVENUE,25,1,
97542,2,2301,MORRIS AVENUE,21,1,
97551,2,2317,MORRIS AVENUE,26,1,
97557,2,2338,MORRIS AVENUE,60,1,
97568,2,2407,MORRIS AVENUE,48,1,
97570,2,2415,MORRIS AVENUE,53,1,
97587,2,2485,MORRIS AVENUE,37,1,
97590,2,2494,MORRIS AVENUE,31,31,
97596,2,2645,MORRIS AVENUE,31,2,
97600,2,2671,MORRIS AVENUE,50,1,
97603,2,2683,MORRIS AVENUE,42,2,
97606,2,2705,MORRIS AVENUE,27,1,
97608,2,2710,MORRIS AVENUE,61,61,
97613,2,2755,MORRIS AVENUE,30,1,
97620,2,2767,MORRIS AVENUE,26,26,
97654,2,522,MORRIS AVENUE,9,2,
97691,2,904,MORRIS AVENUE,24,1,
97694,2,918,MORRIS AVENUE,44,6,
97698,2,964,MORRIS AVENUE,56,56,
97764,2,441,MORRIS PARK AVENUE,75,1,
97807,2,632,MORRIS PARK AVENUE,3,3,
97811,2,640,MORRIS PARK AVENUE,2,1,
97835,2,682,MORRIS PARK AVENUE,2,1,
97949,2,1155,MORRISON AVENUE,59,2,
98082,2,111,MT HOPE PLACE,56,56,
98085,2,14,MT HOPE PLACE,53,53,
98407,2,4435,MUNDY LANE,3,1,
98734,2,223,NAPLES TERRACE,66,2,
98847,2,1417,NEEDHAM AVENUE,3,1,
99090,2,1015,NELSON AVENUE,2,1,
99100,2,1041,NELSON AVENUE,57,1,
99107,2,1075,NELSON AVENUE,38,1,
99169,2,1372,NELSON AVENUE,25,25,
99170,2,1375,NELSON AVENUE,35,1,
99224,2,1637,NELSON AVENUE,6,6,
99225,2,1639,NELSON AVENUE,5,1,
99253,2,1713,NELSON AVENUE,49,1,
99269,2,1716,NEREID AVENUE,2,2,
99367,2,2058,NEREID AVENUE,3,1,
99400,2,660,NEREID AVENUE,97,4,
99472,2,3200,NETHERLAND AVENUE,80,1,
99516,2,1964,NEWBOLD AVENUE,137,1,
99518,2,2001,NEWBOLD AVENUE,105,2,
99762,2,1244,NOBLE AVENUE,2,4,
99854,2,1500,NOBLE AVENUE,237,1,
99866,2,736,NOBLE AVENUE,4,1,
99947,2,592,OAK TERRACE,32,32,
99948,2,593,OAK TERRACE,38,1,
99977,2,1310,OAKLEY STREET,4,1,
100101,2,1585,ODELL STREET,67,1,
100123,2,1037,OGDEN AVENUE,19,1,
100135,2,1070,OGDEN AVENUE,27,1,
100142,2,1090,OGDEN AVENUE,37,1,
100145,2,1131,OGDEN AVENUE,400,400,
100146,2,1146,OGDEN AVENUE,48,1,
100173,2,1324,OGDEN AVENUE,36,1,
100178,2,1360,OGDEN AVENUE,35,2,
100180,2,1372,OGDEN AVENUE,20,1,
100181,2,1376,OGDEN AVENUE,26,1,
100182,2,1380,OGDEN AVENUE,20,3,
100184,2,1390,OGDEN AVENUE,24,1,
100204,2,949,OGDEN AVENUE,24,1,
100284,2,1666,OHM AVENUE,3,3,
100296,2,2440,OLINVILLE AVENUE,83,1,
100302,2,2504,OLINVILLE AVENUE,40,1,
100437,2,3560,OLINVILLE AVENUE,85,85,
100586,2,1265,OLMSTEAD AVENUE,87,1,
100587,2,1266,OLMSTEAD AVENUE,121,1,
100617,2,421,OLMSTEAD AVENUE,1,1,
100793,2,3840,ORLOFF AVENUE,57,2,
100797,2,3855,ORLOFF AVENUE,52,1,
100943,2,3207,OXFORD AVENUE,11,1,
101144,2,225,EAST 149 STREET,233,1,
101342,2,4575,PARK AVENUE,61,1,
101344,2,4580,PARK AVENUE,15,1,
101347,2,4585,PARK AVENUE,25,25,
101348,2,4589,PARK AVENUE,25,25,
101353,2,4619,PARK AVENUE,8,8,
101361,2,4673,PARK AVENUE,9,1,
101468,2,3235,PARKSIDE PLACE,71,1,
101962,2,3235,PAULDING AVENUE,3,1,
101989,2,3329,PAULDING AVENUE,2,1,
102072,2,3728,PAULDING AVENUE,7,1,
102143,2,3980,PAULDING AVENUE,3,1,
102223,2,4131,PAULDING AVENUE,2,1,
102592,2,735,PELHAM PARKWAY NORTH,103,1,
102634,2,1560,PELHAM PARKWAY SOUTH,88,88,
102640,2,1910,PELHAM PARKWAY SOUTH,52,1,
102644,2,750,PELHAM PARKWAY SOUTH,136,2,
102707,2,718,PENFIELD STREET,7,1,
102910,2,3141,PERRY AVENUE,7,1,
102917,2,3158,PERRY AVENUE,51,2,
102939,2,3260,PERRY AVENUE,48,1,
102957,2,3301,PERRY AVENUE,73,3,
102974,2,3336,PERRY AVENUE,27,27,
103012,2,1814,PHELAN PLACE,2,2,
103014,2,1820,PHELAN PLACE,42,1,
103018,2,1850,PHELAN PLACE,46,1,
103526,2,1324,PLIMPTON AVENUE,2,1,
103529,2,1328,PLIMPTON AVENUE,34,34,
103531,2,1345,PLIMPTON AVENUE,24,24,
103671,2,1500,POPHAM AVENUE,62,2,
103704,2,1667,POPHAM AVENUE,8,1,
103716,2,1710,POPHAM AVENUE,37,1,
104249,2,1044,PROSPECT AVENUE,4,2,
104258,2,1095,PROSPECT AVENUE,22,2,
104293,2,1336,PROSPECT AVENUE,10,1,
104298,2,1343,PROSPECT AVENUE,20,20,
104343,2,1417,PROSPECT AVENUE,21,1,
104344,2,1418,PROSPECT AVENUE,20,1,
104349,2,1431,PROSPECT AVENUE,9,1,
104356,2,1451,PROSPECT AVENUE,22,22,
104365,2,1824,PROSPECT AVENUE,2,2,
104369,2,1908,PROSPECT AVENUE,21,2,
104370,2,1912,PROSPECT AVENUE,21,1,
104386,2,2000,PROSPECT AVENUE,66,2,
104458,2,2348,PROSPECT AVENUE,3,1,
104472,2,2420,PROSPECT AVENUE,52,1,
104478,2,2434,PROSPECT AVENUE,50,1,
104479,2,2435,PROSPECT AVENUE,48,2,
104480,2,2440,PROSPECT AVENUE,3,3,
104505,2,597,PROSPECT AVENUE,5,5,
104523,2,689,PROSPECT AVENUE,11,11,
104545,2,729,PROSPECT AVENUE,17,1,
104589,2,905,PROSPECT AVENUE,3,1,
104595,2,919,PROSPECT AVENUE,37,1,
104596,2,954,PROSPECT AVENUE,11,1,
104823,2,1705,PURDY STREET,104,2,
104910,2,2222,QUIMBY AVENUE,2,2,
105590,2,1782,RANDALL AVENUE,2,1,
105737,2,3255,RANDALL AVENUE,65,1,
105972,2,3345,RESERVOIR OVAL WEST,55,3,
105977,2,281,RESERVOIR PLACE,3,1,
106306,2,3816,REVIEW PLACE,59,1,
106421,2,1030,RHINELANDER AVENUE,2,1,
106524,2,1545,RHINELANDER AVENUE,106,106,
106758,2,4754,RICHARDSON AVENUE,43,1,
106822,2,3240,RIVERDALE AVENUE,69,1,
106959,2,3015,ROBERTS AVENUE,49,1,
107079,2,3171,ROCHAMBEAU AVENUE,46,1,
107090,2,3200,ROCHAMBEAU AVENUE,55,55,
107097,2,3280,ROCHAMBEAU AVENUE,80,1,
107120,2,3505,ROCHAMBEAU AVENUE,36,1,
107121,2,3514,ROCHAMBEAU AVENUE,45,3,
107123,2,3525,ROCHAMBEAU AVENUE,25,1,
107125,2,3535,ROCHAMBEAU AVENUE,84,1,
107127,2,3540,ROCHAMBEAU AVENUE,42,1,
107228,2,941,ROGERS PLACE,22,1,
107386,2,3541,ROPES AVENUE,2,1,
107432,2,1253,ROSEDALE AVENUE,3,1,
107533,2,1480,ROSEDALE AVENUE,2,2,
107752,2,2080,RYER AVENUE,2,2,
107765,2,2098,RYER AVENUE,3,3,
107767,2,2105,RYER AVENUE,53,3,
107768,2,2108,RYER AVENUE,33,1,
107792,2,2263,RYER AVENUE,2,2,
107796,2,2326,RYER AVENUE,26,1,
107800,2,2350,RYER AVENUE,25,1,
107803,2,2376,RYER AVENUE,18,2,
107804,2,2380,RYER AVENUE,36,36,
107863,2,664,SAGAMORE STREET,3,1,
108176,2,2708,SCHURZ AVENUE,3,1,
108417,2,1600,SEDGWICK AVENUE,383,3,
108426,2,1750,SEDGWICK AVENUE,227,1,
108440,2,1849,SEDGWICK AVENUE,158,1,
108454,2,2241,SEDGWICK AVENUE,3,1,
108464,2,2285,SEDGWICK AVENUE,54,1,
108495,2,2619,SEDGWICK AVENUE,41,1,
108511,2,2763,SEDGWICK AVENUE,63,1,
108588,2,3343,SEDGWICK AVENUE,45,3,
108597,2,3605,SEDGWICK AVENUE,117,1,
108617,2,3871,SEDGWICK AVENUE,72,2,
108621,2,3890,SEDGWICK AVENUE,56,1,
108629,2,1534,SELWYN AVENUE,73,1,
108632,2,1546,SELWYN AVENUE,69,2,
108749,2,1314,SENECA AVENUE,60,3,
108751,2,1321,SENECA AVENUE,57,57,
108780,2,3910,SETON AVENUE,6,2,
108933,2,1756,SEWARD AVENUE,3,1,
108960,2,2025,SEWARD AVENUE,154,2,
109314,2,3355,SEYMOUR AVENUE,4,4,
109323,2,1204,SHAKESPEARE AVENUE,67,8,
109324,2,1214,SHAKESPEARE AVENUE,43,1,
109328,2,1220,SHAKESPEARE AVENUE,61,11,
109334,2,1234,SHAKESPEARE AVENUE,38,38,
109335,2,1246,SHAKESPEARE AVENUE,34,1,
109348,2,1285,SHAKESPEARE AVENUE,2,2,
109360,2,1300,SHAKESPEARE AVENUE,3,1,
109372,2,1378,SHAKESPEARE AVENUE,25,1,
109379,2,1419,SHAKESPEARE AVENUE,65,2,
109383,2,1432,SHAKESPEARE AVENUE,4,4,
109419,2,1060,SHERIDAN AVENUE,30,1,
109421,2,1081,SHERIDAN AVENUE,32,2,
109425,2,1127,SHERIDAN AVENUE,49,1,
109430,2,1188,SHERIDAN AVENUE,47,1,
109438,2,1264,SHERIDAN AVENUE,56,3,
109439,2,1267,SHERIDAN AVENUE,67,1,
109460,2,1511,SHERIDAN AVENUE,221,221,
109462,2,1551,SHERIDAN AVENUE,54,1,
109467,2,909,SHERIDAN AVENUE,61,1,
109472,2,943,SHERIDAN AVENUE,9,1,
109475,2,960,SHERIDAN AVENUE,60,1,
109476,2,974,SHERIDAN AVENUE,48,3,
109477,2,984,SHERIDAN AVENUE,78,1,
109504,2,1161,SHERMAN AVENUE,43,1,
109521,2,1194,SHERMAN AVENUE,36,1,
109525,2,1226,SHERMAN AVENUE,61,1,
